country,state,city,station,last_update,latitude,longitude,pollutant_id,pollutant_min,pollutant_max,pollutant_avg
India,AndhraPradesh,Tirupati,"Central Station, Tirupati",09-12-2025 02:00:00,13.62458328636442,79.42373733438589,SO2,29,35,32
India,AndhraPradesh,Tirupati,"Central Station, Tirupati",09-12-2025 03:00:00,13.630988440834303,79.41029499740694,OZONE,18,58,38
India,AndhraPradesh,Tirupati,"Central Station, Tirupati",09-12-2025 04:00:00,13.632628229835015,79.41220982025806,NH3,29,57,43
India,AndhraPradesh,Tirupati,"Central Station, Tirupati",09-12-2025 05:00:00,13.627652804894446,79.4112394763519,PM10,33,55,44
India,AndhraPradesh,Tirupati,"Central Station, Tirupati",09-12-2025 06:00:00,13.619051834433241,79.41615009955136,SO2,29,69,49
India,AndhraPradesh,Tirupati,"Central Station, Tirupati",09-12-2025 07:00:00,13.635580698127196,79.42507303449251,PM10,27,67,47
India,AndhraPradesh,Tirupati,"Central Station, Tirupati",09-12-2025 08:00:00,13.632429590067098,79.41741715118422,NH3,21,60,40
India,AndhraPradesh,Tirupati,"Central Station, Tirupati",09-12-2025 09:00:00,13.629748432456582,79.42542169812855,PM10,36,84,60
India,AndhraPradesh,Tirupati,"Central Station, Tirupati",09-12-2025 10:00:00,13.634931644397817,79.42485368727684,PM2.5,42,56,49
India,AndhraPradesh,Tirupati,"Central Station, Tirupati",09-12-2025 11:00:00,13.620517240433438,79.41625166160316,NO2,45,55,50
India,AndhraPradesh,Tirupati,"Central Station, Tirupati",09-12-2025 12:00:00,13.63394307568059,79.4176277750579,NO2,17,66,41
India,AndhraPradesh,Tirupati,"Central Station, Tirupati",09-12-2025 13:00:00,13.619110207833353,79.42446696098821,NO2,28,68,48
India,AndhraPradesh,Tirupati,"Central Station, Tirupati",09-12-2025 14:00:00,13.630775712085851,79.42357825681745,NH3,19,67,43
India,AndhraPradesh,Tirupati,"Central Station, Tirupati",09-12-2025 15:00:00,13.625821697413421,79.41876512226254,NH3,19,54,36
India,AndhraPradesh,Tirupati,"Central Station, Tirupati",09-12-2025 16:00:00,13.631648526625694,79.40984016060315,PM2.5,49,109,79
India,AndhraPradesh,Tirupati,"Central Station, Tirupati",09-12-2025 17:00:00,13.634111755463296,79.42323260969381,NO2,33,53,43
India,AndhraPradesh,Tirupati,"Central Station, Tirupati",09-12-2025 18:00:00,13.627622141543272,79.41695365521892,NO2,31,51,41
India,AndhraPradesh,Tirupati,"Central Station, Tirupati",09-12-2025 19:00:00,13.626514578113431,79.41903411897447,PM2.5,12,60,36
India,AndhraPradesh,Tirupati,"Central Station, Tirupati",09-12-2025 20:00:00,13.63490360601074,79.41149903055569,SO2,16,46,31
India,AndhraPradesh,Tirupati,"Central Station, Tirupati",09-12-2025 21:00:00,13.619699625867034,79.41904392889838,NO2,41,59,50
India,AndhraPradesh,Tirupati,"Central Station, Tirupati",09-12-2025 22:00:00,13.635826532705789,79.41907282489849,NH3,15,66,40
India,AndhraPradesh,Tirupati,"Central Station, Tirupati",09-12-2025 23:00:00,13.636471015795307,79.42480987001743,CO,44,50,47
India,AndhraPradesh,Tirupati,"Central Station, Tirupati",10-12-2025 00:00:00,13.62995820728662,79.41065359012795,NO2,50,73,61
India,AndhraPradesh,Tirupati,"Central Station, Tirupati",10-12-2025 01:00:00,13.633697129157794,79.4287997517294,OZONE,47,78,62
India,AndhraPradesh,Tirupati,"Central Station, Tirupati",10-12-2025 02:00:00,13.622600944957627,79.42632982521474,OZONE,19,26,22
India,AndhraPradesh,Tirupati,"Central Station, Tirupati",10-12-2025 03:00:00,13.624362118132797,79.41359509595007,CO,49,91,70
India,AndhraPradesh,Tirupati,"Central Station, Tirupati",10-12-2025 04:00:00,13.621645694514404,79.41424072102923,NH3,50,99,74
India,AndhraPradesh,Tirupati,"Central Station, Tirupati",10-12-2025 05:00:00,13.620072765046203,79.41929813701867,PM2.5,27,81,54
India,AndhraPradesh,Tirupati,"Central Station, Tirupati",10-12-2025 06:00:00,13.63093238350137,79.41991479845933,CO,45,104,74
India,AndhraPradesh,Tirupati,"Central Station, Tirupati",10-12-2025 07:00:00,13.62865353073826,79.41926397582095,CO,41,98,69
India,AndhraPradesh,Tirupati,"Central Station, Tirupati",10-12-2025 08:00:00,13.619216590846348,79.42664577711444,SO2,44,100,72
India,AndhraPradesh,Tirupati,"Central Station, Tirupati",10-12-2025 09:00:00,13.63272098787188,79.41644538591693,PM10,16,33,24
India,AndhraPradesh,Tirupati,"Central Station, Tirupati",10-12-2025 10:00:00,13.625842298131461,79.4134385323273,NO2,23,70,46
India,AndhraPradesh,Tirupati,"Central Station, Tirupati",10-12-2025 11:00:00,13.637484254131305,79.4197185345188,OZONE,41,56,48
India,AndhraPradesh,Tirupati,"Central Station, Tirupati",10-12-2025 12:00:00,13.62511544063948,79.41582388649874,SO2,41,67,54
India,AndhraPradesh,Tirupati,"Central Station, Tirupati",10-12-2025 13:00:00,13.619318718716222,79.41026379095871,NH3,39,61,50
India,AndhraPradesh,Tirupati,"Central Station, Tirupati",10-12-2025 14:00:00,13.619943111923138,79.418839899736,NO2,40,54,47
India,AndhraPradesh,Tirupati,"Central Station, Tirupati",10-12-2025 15:00:00,13.630419034793123,79.42268379530002,NO2,15,63,39
India,AndhraPradesh,Tirupati,"Central Station, Tirupati",10-12-2025 16:00:00,13.632662136088735,79.41853567733067,PM10,20,60,40
India,AndhraPradesh,Tirupati,"Central Station, Tirupati",10-12-2025 17:00:00,13.632051528263451,79.42688057808101,NH3,19,62,40
India,AndhraPradesh,Tirupati,"Central Station, Tirupati",10-12-2025 18:00:00,13.635492901171471,79.41696902257594,CO,25,84,54
India,AndhraPradesh,Tirupati,"Central Station, Tirupati",10-12-2025 19:00:00,13.627238931888467,79.41264705239732,SO2,36,48,42
India,AndhraPradesh,Tirupati,"Central Station, Tirupati",10-12-2025 20:00:00,13.629518573277826,79.42319367003518,SO2,43,52,47
India,AndhraPradesh,Tirupati,"Central Station, Tirupati",10-12-2025 21:00:00,13.632560547889724,79.42525441738282,SO2,20,63,41
India,AndhraPradesh,Tirupati,"Central Station, Tirupati",10-12-2025 22:00:00,13.633548342765401,79.42241476029167,NH3,18,55,36
India,AndhraPradesh,Tirupati,"Central Station, Tirupati",10-12-2025 23:00:00,13.634330424221703,79.4177886190844,OZONE,6,34,20
India,AndhraPradesh,Tirupati,"Central Station, Tirupati",11-12-2025 00:00:00,13.622689407214947,79.4247443368306,NH3,30,76,53
India,AndhraPradesh,Tirupati,"Central Station, Tirupati",11-12-2025 01:00:00,13.632940485331064,79.4153920386868,CO,11,43,27
India,AndhraPradesh,Tirupati,"Central Station, Tirupati",11-12-2025 02:00:00,13.628523493474262,79.41915564556899,PM2.5,28,69,48
India,AndhraPradesh,Tirupati,"Central Station, Tirupati",11-12-2025 03:00:00,13.621185347629396,79.42078200806306,PM2.5,15,39,27
India,AndhraPradesh,Tirupati,"Central Station, Tirupati",11-12-2025 04:00:00,13.630178492553991,79.41172928759961,NO2,47,53,50
India,AndhraPradesh,Tirupati,"Central Station, Tirupati",11-12-2025 05:00:00,13.620167305326943,79.41430140135424,CO,33,84,58
India,AndhraPradesh,Tirupati,"Central Station, Tirupati",11-12-2025 06:00:00,13.638533771951593,79.42164109033381,PM10,37,57,47
India,AndhraPradesh,Tirupati,"Central Station, Tirupati",11-12-2025 07:00:00,13.635550259475659,79.4102913875336,NO2,18,77,47
India,AndhraPradesh,Tirupati,"Central Station, Tirupati",11-12-2025 08:00:00,13.634726728294584,79.41132280755066,PM2.5,24,32,28
India,AndhraPradesh,Tirupati,"Central Station, Tirupati",11-12-2025 09:00:00,13.636311781623197,79.41036551989379,SO2,46,106,76
India,AndhraPradesh,Tirupati,"Central Station, Tirupati",01-12-2025 00:00:00,13.625953814871684,79.42818337149784,PM10,35,86,60
India,AndhraPradesh,Tirupati,"Central Station, Tirupati",01-12-2025 01:00:00,13.637300177137583,79.41917134402004,OZONE,10,38,24
India,AndhraPradesh,Tirupati,"Central Station, Tirupati",01-12-2025 02:00:00,13.628950776725569,79.42874727128337,PM2.5,15,71,43
India,AndhraPradesh,Tirupati,"Central Station, Tirupati",01-12-2025 03:00:00,13.619370375015977,79.41574244715734,NO2,15,35,25
India,AndhraPradesh,Tirupati,"Central Station, Tirupati",01-12-2025 04:00:00,13.621549282733374,79.4231295653681,NO2,26,47,36
India,AndhraPradesh,Tirupati,"Central Station, Tirupati",01-12-2025 05:00:00,13.627521218251339,79.41204866572144,PM2.5,44,60,52
India,AndhraPradesh,Tirupati,"Central Station, Tirupati",01-12-2025 06:00:00,13.627786721381232,79.42681518667362,OZONE,16,58,37
India,AndhraPradesh,Tirupati,"Central Station, Tirupati",01-12-2025 07:00:00,13.629843588669289,79.41676157945642,PM2.5,16,51,33
India,AndhraPradesh,Tirupati,"Central Station, Tirupati",01-12-2025 08:00:00,13.638348487602963,79.42617431119693,PM2.5,9,53,31
India,AndhraPradesh,Tirupati,"Central Station, Tirupati",01-12-2025 09:00:00,13.638760930750248,79.42546557274596,PM10,31,74,52
India,AndhraPradesh,Tirupati,"Central Station, Tirupati",01-12-2025 10:00:00,13.620007630909539,79.41668680233468,PM2.5,10,17,13
India,AndhraPradesh,Tirupati,"Central Station, Tirupati",01-12-2025 11:00:00,13.627659726661076,79.42337805612537,OZONE,10,30,20
India,AndhraPradesh,Tirupati,"Central Station, Tirupati",01-12-2025 12:00:00,13.63172623708884,79.42295501062694,CO,24,58,41
India,AndhraPradesh,Tirupati,"Central Station, Tirupati",01-12-2025 13:00:00,13.62213409740614,79.42320382607292,NH3,28,63,45
India,AndhraPradesh,Tirupati,"Central Station, Tirupati",01-12-2025 14:00:00,13.624867082955438,79.42276268112347,CO,17,72,44
India,AndhraPradesh,Tirupati,"Central Station, Tirupati",01-12-2025 15:00:00,13.635438692934915,79.42730665149517,SO2,42,52,47
India,AndhraPradesh,Tirupati,"Central Station, Tirupati",01-12-2025 16:00:00,13.619650574943117,79.41508152689865,SO2,23,74,48
India,AndhraPradesh,Tirupati,"Central Station, Tirupati",01-12-2025 17:00:00,13.636237568548683,79.42335817546902,NO2,45,93,69
India,AndhraPradesh,Tirupati,"Central Station, Tirupati",01-12-2025 18:00:00,13.626205688408314,79.4269103824457,SO2,34,66,50
India,AndhraPradesh,Tirupati,"Central Station, Tirupati",01-12-2025 19:00:00,13.630631180398533,79.41680251328962,OZONE,29,37,33
India,AndhraPradesh,Tirupati,"Central Station, Tirupati",01-12-2025 20:00:00,13.63685648839881,79.41445943982161,PM10,9,21,15
India,AndhraPradesh,Tirupati,"Central Station, Tirupati",01-12-2025 21:00:00,13.63564264968781,79.41327910865388,SO2,24,83,53
India,AndhraPradesh,Tirupati,"Central Station, Tirupati",01-12-2025 22:00:00,13.629509264561628,79.4199258126621,NO2,30,59,44
India,AndhraPradesh,Tirupati,"Central Station, Tirupati",01-12-2025 23:00:00,13.630699494293385,79.42608959054945,PM10,7,44,25
India,AndhraPradesh,Tirupati,"Central Station, Tirupati",02-12-2025 00:00:00,13.632679230531048,79.41309905088714,PM10,26,73,49
India,AndhraPradesh,Tirupati,"Central Station, Tirupati",02-12-2025 01:00:00,13.620737944126061,79.41273523111641,NH3,29,72,50
India,AndhraPradesh,Tirupati,"Central Station, Tirupati",02-12-2025 02:00:00,13.62989478912949,79.4202861525669,CO,46,71,58
India,AndhraPradesh,Tirupati,"Central Station, Tirupati",02-12-2025 03:00:00,13.637865773062305,79.41999946639496,PM10,17,39,28
India,AndhraPradesh,Tirupati,"Central Station, Tirupati",02-12-2025 04:00:00,13.636358500100386,79.42771204502016,OZONE,13,49,31
India,AndhraPradesh,Tirupati,"Central Station, Tirupati",02-12-2025 05:00:00,13.635439817483872,79.42159093025474,PM2.5,50,82,66
India,AndhraPradesh,Tirupati,"Central Station, Tirupati",02-12-2025 06:00:00,13.633977674040613,79.41211068633018,NO2,24,60,42
India,AndhraPradesh,Tirupati,"Central Station, Tirupati",02-12-2025 07:00:00,13.626514413918574,79.42259348877339,OZONE,11,43,27
India,AndhraPradesh,Tirupati,"Central Station, Tirupati",02-12-2025 08:00:00,13.6199058619195,79.41868447143823,NH3,42,91,66
India,AndhraPradesh,Tirupati,"Central Station, Tirupati",02-12-2025 09:00:00,13.637495619938752,79.41199473099387,NH3,16,75,45
India,AndhraPradesh,Tirupati,"Central Station, Tirupati",02-12-2025 10:00:00,13.636965871172766,79.42150251070035,NO2,44,101,72
India,AndhraPradesh,Tirupati,"Central Station, Tirupati",02-12-2025 11:00:00,13.63688173193145,79.4112386398811,CO,15,60,37
India,AndhraPradesh,Tirupati,"Central Station, Tirupati",02-12-2025 12:00:00,13.638614588584009,79.41983706391342,NO2,41,71,56
India,AndhraPradesh,Tirupati,"Central Station, Tirupati",02-12-2025 13:00:00,13.625813103964141,79.42044842005023,PM10,48,82,65
India,AndhraPradesh,Tirupati,"Central Station, Tirupati",02-12-2025 14:00:00,13.638678914545123,79.42214628179826,SO2,45,93,69
India,AndhraPradesh,Tirupati,"Central Station, Tirupati",02-12-2025 15:00:00,13.627984640908956,79.42260189262036,PM2.5,14,63,38
India,AndhraPradesh,Tirupati,"Central Station, Tirupati",02-12-2025 16:00:00,13.632179979394476,79.42446961431891,NO2,14,58,36
India,AndhraPradesh,Tirupati,"Central Station, Tirupati",02-12-2025 17:00:00,13.626045814779324,79.42457296440953,CO,34,90,62
India,AndhraPradesh,Tirupati,"Central Station, Tirupati",02-12-2025 18:00:00,13.631528462060052,79.42348623990118,PM10,14,51,32
India,AndhraPradesh,Tirupati,"Central Station, Tirupati",02-12-2025 19:00:00,13.623897441878082,79.41939770788827,NO2,31,91,61
India,AndhraPradesh,Tirupati,"Central Station, Tirupati",02-12-2025 20:00:00,13.62067015339183,79.41651164023078,CO,26,42,34
India,AndhraPradesh,Tirupati,"Central Station, Tirupati",02-12-2025 21:00:00,13.620620164407745,79.42814529374476,CO,47,53,50
India,AndhraPradesh,Tirupati,"Central Station, Tirupati",02-12-2025 22:00:00,13.624212940723313,79.42705300730816,NH3,49,107,78
India,AndhraPradesh,Tirupati,"Central Station, Tirupati",02-12-2025 23:00:00,13.622987803031686,79.40944877671004,PM10,10,50,30
India,AndhraPradesh,Tirupati,"Central Station, Tirupati",03-12-2025 00:00:00,13.634247138659259,79.42278414217523,PM2.5,44,52,48
India,AndhraPradesh,Tirupati,"Central Station, Tirupati",03-12-2025 01:00:00,13.63151836797252,79.42359813202562,NH3,7,58,32
India,AndhraPradesh,Tirupati,"Central Station, Tirupati",03-12-2025 02:00:00,13.623182792580554,79.41146024625648,OZONE,50,60,55
India,AndhraPradesh,Tirupati,"Central Station, Tirupati",03-12-2025 03:00:00,13.623129706129847,79.41311518172365,PM10,48,103,75
India,AndhraPradesh,Tirupati,"Central Station, Tirupati",03-12-2025 04:00:00,13.61915466452121,79.42587950740733,PM2.5,35,59,47
India,AndhraPradesh,Tirupati,"Central Station, Tirupati",03-12-2025 05:00:00,13.63313289323952,79.42057067509177,PM10,43,103,73
India,AndhraPradesh,Tirupati,"Central Station, Tirupati",03-12-2025 06:00:00,13.635124589772479,79.41373282276136,PM2.5,17,53,35
India,AndhraPradesh,Tirupati,"Central Station, Tirupati",03-12-2025 07:00:00,13.631515295447267,79.41236734094551,PM10,17,44,30
India,AndhraPradesh,Tirupati,"Central Station, Tirupati",03-12-2025 08:00:00,13.621390146158594,79.42603072339601,OZONE,49,73,61
India,AndhraPradesh,Tirupati,"Central Station, Tirupati",03-12-2025 09:00:00,13.623608564714745,79.41142958075278,NO2,14,71,42
India,AndhraPradesh,Tirupati,"Central Station, Tirupati",03-12-2025 10:00:00,13.636877234407065,79.4247092777155,PM2.5,5,63,34
India,AndhraPradesh,Tirupati,"Central Station, Tirupati",03-12-2025 11:00:00,13.632961684233862,79.41162277591945,NO2,38,68,53
India,AndhraPradesh,Tirupati,"Central Station, Tirupati",03-12-2025 12:00:00,13.632478076979732,79.41799937324322,OZONE,47,106,76
India,AndhraPradesh,Tirupati,"Central Station, Tirupati",03-12-2025 13:00:00,13.62676808236357,79.42218086103118,PM10,36,81,58
India,AndhraPradesh,Tirupati,"Central Station, Tirupati",03-12-2025 14:00:00,13.621368395086174,79.42126974691962,SO2,39,46,42
India,AndhraPradesh,Tirupati,"Central Station, Tirupati",03-12-2025 15:00:00,13.618804074367947,79.41676855447199,PM2.5,19,65,42
India,AndhraPradesh,Tirupati,"Central Station, Tirupati",03-12-2025 16:00:00,13.63781483059168,79.42215578631051,PM2.5,25,77,51
India,AndhraPradesh,Tirupati,"Central Station, Tirupati",03-12-2025 17:00:00,13.63489483759871,79.42315019495794,NO2,28,49,38
India,AndhraPradesh,Tirupati,"Central Station, Tirupati",03-12-2025 18:00:00,13.637904103031213,79.41619900331682,CO,32,72,52
India,AndhraPradesh,Tirupati,"Central Station, Tirupati",03-12-2025 19:00:00,13.626617251471094,79.40948117590943,OZONE,43,60,51
India,AndhraPradesh,Tirupati,"Central Station, Tirupati",03-12-2025 20:00:00,13.635772228897036,79.41877862676411,NH3,17,28,22
India,AndhraPradesh,Tirupati,"Central Station, Tirupati",03-12-2025 21:00:00,13.637903654531772,79.42538930134279,SO2,14,33,23
India,AndhraPradesh,Kakinada,"Central Station, Kakinada",03-12-2025 22:00:00,16.991484586987337,82.23935350057997,PM2.5,20,32,26
India,AndhraPradesh,Kakinada,"Central Station, Kakinada",03-12-2025 23:00:00,16.985756618737348,82.24655586337039,OZONE,9,50,29
India,AndhraPradesh,Kakinada,"Central Station, Kakinada",04-12-2025 00:00:00,16.994617513024682,82.2476850275909,PM10,23,37,30
India,AndhraPradesh,Kakinada,"Central Station, Kakinada",04-12-2025 01:00:00,16.98896997412599,82.25529849251076,SO2,44,77,60
India,AndhraPradesh,Kakinada,"Central Station, Kakinada",04-12-2025 02:00:00,16.994391322063738,82.24676488854735,NH3,26,39,32
India,AndhraPradesh,Kakinada,"Central Station, Kakinada",04-12-2025 03:00:00,16.98676486470618,82.24838464955806,OZONE,42,102,72
India,AndhraPradesh,Kakinada,"Central Station, Kakinada",04-12-2025 04:00:00,16.989345554965453,82.24647132370937,OZONE,11,60,35
India,AndhraPradesh,Kakinada,"Central Station, Kakinada",04-12-2025 05:00:00,16.985374787844513,82.24944004741103,PM10,36,92,64
India,AndhraPradesh,Kakinada,"Central Station, Kakinada",04-12-2025 06:00:00,16.98601318865902,82.25123882316645,NH3,25,42,33
India,AndhraPradesh,Kakinada,"Central Station, Kakinada",04-12-2025 07:00:00,16.983994818102836,82.24962270502905,CO,50,83,66
India,AndhraPradesh,Kakinada,"Central Station, Kakinada",04-12-2025 08:00:00,16.99773416117037,82.23776940574939,PM10,6,25,15
India,AndhraPradesh,Kakinada,"Central Station, Kakinada",04-12-2025 09:00:00,16.989914435304968,82.23999059423768,CO,36,47,41
India,AndhraPradesh,Kakinada,"Central Station, Kakinada",04-12-2025 10:00:00,16.987075016971584,82.24366623862686,SO2,25,52,38
India,AndhraPradesh,Kakinada,"Central Station, Kakinada",04-12-2025 11:00:00,16.9795171512184,82.25656584909953,NH3,25,36,30
India,AndhraPradesh,Kakinada,"Central Station, Kakinada",04-12-2025 12:00:00,16.987431001836818,82.24395910255498,NH3,22,56,39
India,AndhraPradesh,Kakinada,"Central Station, Kakinada",04-12-2025 13:00:00,16.979154021148805,82.24159069418054,CO,46,63,54
India,AndhraPradesh,Kakinada,"Central Station, Kakinada",04-12-2025 14:00:00,16.99354477832906,82.24177295277643,PM2.5,14,57,35
India,AndhraPradesh,Kakinada,"Central Station, Kakinada",04-12-2025 15:00:00,16.992683843590573,82.25005050214777,OZONE,38,67,52
India,AndhraPradesh,Kakinada,"Central Station, Kakinada",04-12-2025 16:00:00,16.98317059353669,82.24072186225163,OZONE,38,43,40
India,AndhraPradesh,Kakinada,"Central Station, Kakinada",04-12-2025 17:00:00,16.993320840769837,82.25046277689191,PM10,30,42,36
India,AndhraPradesh,Kakinada,"Central Station, Kakinada",04-12-2025 18:00:00,16.983429338828916,82.25293931955355,CO,29,73,51
India,AndhraPradesh,Kakinada,"Central Station, Kakinada",04-12-2025 19:00:00,16.991069685100666,82.23788664742357,PM10,45,66,55
India,AndhraPradesh,Kakinada,"Central Station, Kakinada",04-12-2025 20:00:00,16.986939300235537,82.2388759662143,PM10,39,96,67
India,AndhraPradesh,Kakinada,"Central Station, Kakinada",04-12-2025 21:00:00,16.993120721660052,82.2424389525832,NO2,34,39,36
India,AndhraPradesh,Kakinada,"Central Station, Kakinada",04-12-2025 22:00:00,16.985508032612795,82.25292717014071,PM10,15,49,32
India,AndhraPradesh,Kakinada,"Central Station, Kakinada",04-12-2025 23:00:00,16.9849891176496,82.249446703183,PM10,6,37,21
India,AndhraPradesh,Kakinada,"Central Station, Kakinada",05-12-2025 00:00:00,16.984628945310224,82.24280485490323,CO,44,96,70
India,AndhraPradesh,Kakinada,"Central Station, Kakinada",05-12-2025 01:00:00,16.994203669004804,82.24929617763149,PM10,10,37,23
India,AndhraPradesh,Kakinada,"Central Station, Kakinada",05-12-2025 02:00:00,16.99511621915048,82.24977871263215,PM2.5,20,27,23
India,AndhraPradesh,Kakinada,"Central Station, Kakinada",05-12-2025 03:00:00,16.99738932999031,82.25295766109352,CO,31,71,51
India,AndhraPradesh,Kakinada,"Central Station, Kakinada",05-12-2025 04:00:00,16.99522830789072,82.23986542689535,OZONE,7,59,33
India,AndhraPradesh,Kakinada,"Central Station, Kakinada",05-12-2025 05:00:00,16.98866770180364,82.2507870655683,SO2,49,86,67
India,AndhraPradesh,Kakinada,"Central Station, Kakinada",05-12-2025 06:00:00,16.99057116347559,82.24601569886842,PM2.5,18,57,37
India,AndhraPradesh,Kakinada,"Central Station, Kakinada",05-12-2025 07:00:00,16.98227046187418,82.25005551415222,SO2,21,63,42
India,AndhraPradesh,Kakinada,"Central Station, Kakinada",05-12-2025 08:00:00,16.995654062822464,82.24736974396727,OZONE,46,97,71
India,AndhraPradesh,Kakinada,"Central Station, Kakinada",05-12-2025 09:00:00,16.987789484998473,82.2520087655328,NO2,27,86,56
India,AndhraPradesh,Kakinada,"Central Station, Kakinada",05-12-2025 10:00:00,16.986426779983542,82.25131215804655,CO,50,103,76
India,AndhraPradesh,Kakinada,"Central Station, Kakinada",05-12-2025 11:00:00,16.980978545534942,82.24235020300209,PM10,33,59,46
India,AndhraPradesh,Kakinada,"Central Station, Kakinada",05-12-2025 12:00:00,16.994191142380075,82.25130289100927,PM10,38,97,67
India,AndhraPradesh,Kakinada,"Central Station, Kakinada",05-12-2025 13:00:00,16.995724991352784,82.25666415144912,CO,13,63,38
India,AndhraPradesh,Kakinada,"Central Station, Kakinada",05-12-2025 14:00:00,16.98040426343271,82.24374963313062,CO,38,81,59
India,AndhraPradesh,Kakinada,"Central Station, Kakinada",05-12-2025 15:00:00,16.990218717011352,82.2525370502762,SO2,6,27,16
India,AndhraPradesh,Kakinada,"Central Station, Kakinada",05-12-2025 16:00:00,16.993360833750184,82.24561730645829,NO2,11,56,33
India,AndhraPradesh,Kakinada,"Central Station, Kakinada",05-12-2025 17:00:00,16.99706975121172,82.2446146614302,NO2,16,24,20
India,AndhraPradesh,Kakinada,"Central Station, Kakinada",05-12-2025 18:00:00,16.99295443022801,82.25677612113485,CO,34,65,49
India,AndhraPradesh,Kakinada,"Central Station, Kakinada",05-12-2025 19:00:00,16.984183579622893,82.23991549890556,NO2,16,76,46
India,AndhraPradesh,Kakinada,"Central Station, Kakinada",05-12-2025 20:00:00,16.9919821816172,82.25604586048136,CO,30,55,42
India,AndhraPradesh,Kakinada,"Central Station, Kakinada",05-12-2025 21:00:00,16.995296273264483,82.25654837558089,CO,45,68,56
India,AndhraPradesh,Kakinada,"Central Station, Kakinada",05-12-2025 22:00:00,16.99044843210682,82.2398085484642,SO2,34,91,62
India,AndhraPradesh,Kakinada,"Central Station, Kakinada",05-12-2025 23:00:00,16.996568869225253,82.23834376401582,OZONE,47,81,64
India,AndhraPradesh,Kakinada,"Central Station, Kakinada",06-12-2025 00:00:00,16.984561952611298,82.24587125705399,PM10,16,63,39
India,AndhraPradesh,Kakinada,"Central Station, Kakinada",06-12-2025 01:00:00,16.98388542579246,82.25373526634941,NH3,14,41,27
India,AndhraPradesh,Kakinada,"Central Station, Kakinada",06-12-2025 02:00:00,16.986994041813908,82.24856486692121,OZONE,12,67,39
India,AndhraPradesh,Kakinada,"Central Station, Kakinada",06-12-2025 03:00:00,16.99046251958873,82.24628463212322,PM2.5,35,66,50
India,AndhraPradesh,Kakinada,"Central Station, Kakinada",06-12-2025 04:00:00,16.98858793149404,82.24884309155097,PM2.5,21,45,33
India,AndhraPradesh,Kakinada,"Central Station, Kakinada",06-12-2025 05:00:00,16.983437022975846,82.24019455023108,NO2,48,90,69
India,AndhraPradesh,Kakinada,"Central Station, Kakinada",06-12-2025 06:00:00,16.980685754825412,82.24331037060828,OZONE,5,16,10
India,AndhraPradesh,Kakinada,"Central Station, Kakinada",06-12-2025 07:00:00,16.997574493161512,82.24009133420287,PM2.5,20,50,35
India,AndhraPradesh,Kakinada,"Central Station, Kakinada",06-12-2025 08:00:00,16.99805472145407,82.23993594118552,OZONE,20,42,31
India,AndhraPradesh,Kakinada,"Central Station, Kakinada",06-12-2025 09:00:00,16.9917935641989,82.25060475499731,PM2.5,39,73,56
India,AndhraPradesh,Kakinada,"Central Station, Kakinada",06-12-2025 10:00:00,16.989278245329363,82.23871503709414,NO2,47,63,55
India,AndhraPradesh,Kakinada,"Central Station, Kakinada",06-12-2025 11:00:00,16.98292169751603,82.25361778777537,OZONE,9,15,12
India,AndhraPradesh,Kakinada,"Central Station, Kakinada",06-12-2025 12:00:00,16.98272073212201,82.23883446578343,PM2.5,7,35,21
India,AndhraPradesh,Kakinada,"Central Station, Kakinada",06-12-2025 13:00:00,16.97921010900437,82.25471024265472,SO2,20,56,38
India,AndhraPradesh,Kakinada,"Central Station, Kakinada",06-12-2025 14:00:00,16.98662555002646,82.23844798453524,NO2,38,65,51
India,AndhraPradesh,Kakinada,"Central Station, Kakinada",06-12-2025 15:00:00,16.994968366868143,82.24407053010248,PM10,18,48,33
India,AndhraPradesh,Kakinada,"Central Station, Kakinada",06-12-2025 16:00:00,16.986668180954158,82.24927879785389,NH3,19,40,29
India,AndhraPradesh,Kakinada,"Central Station, Kakinada",06-12-2025 17:00:00,16.997592575337393,82.24744446642568,OZONE,19,34,26
India,AndhraPradesh,Kakinada,"Central Station, Kakinada",06-12-2025 18:00:00,16.997405940035602,82.23784269714837,NO2,32,40,36
India,AndhraPradesh,Kakinada,"Central Station, Kakinada",06-12-2025 19:00:00,16.984435706610444,82.2513557027929,SO2,22,27,24
India,AndhraPradesh,Kakinada,"Central Station, Kakinada",06-12-2025 20:00:00,16.993067214377902,82.25149007925128,PM2.5,13,36,24
India,AndhraPradesh,Kakinada,"Central Station, Kakinada",06-12-2025 21:00:00,16.988942306652838,82.24708796785585,NH3,9,29,19
India,AndhraPradesh,Kakinada,"Central Station, Kakinada",06-12-2025 22:00:00,16.99826964443588,82.23773028606088,SO2,29,42,35
India,AndhraPradesh,Kakinada,"Central Station, Kakinada",06-12-2025 23:00:00,16.996906480861988,82.24997282695443,NO2,45,70,57
India,AndhraPradesh,Kakinada,"Central Station, Kakinada",07-12-2025 00:00:00,16.990611474487125,82.23923596868164,PM2.5,18,66,42
India,AndhraPradesh,Kakinada,"Central Station, Kakinada",07-12-2025 01:00:00,16.98920751614343,82.23920110369302,NO2,9,55,32
India,AndhraPradesh,Kakinada,"Central Station, Kakinada",07-12-2025 02:00:00,16.99133246345616,82.24109031870047,OZONE,13,27,20
India,AndhraPradesh,Kakinada,"Central Station, Kakinada",07-12-2025 03:00:00,16.99376131381514,82.23758254574247,PM2.5,45,101,73
